profile,criterion,weight,top_architecture,top_score
ACQUISITION_LEANING,space_segment_processing_burden,0.125,RoiFirst,0.6952092582748527
ACQUISITION_LEANING,space_segment_processing_burden,0.22499999999999998,RoiFirst,0.6157567716148695
ACQUISITION_LEANING,space_segment_processing_burden,0.375,GroundOnly,0.6790540540540542
ACQUISITION_LEANING,terminal_processing_burden,0.0,RoiFirst,0.7134437855187505
ACQUISITION_LEANING,terminal_processing_burden,0.024999999999999994,RoiFirst,0.7206076908807818
ACQUISITION_LEANING,terminal_processing_burden,0.075,RoiFirst,0.7349355016048441
ACQUISITION_LEANING,terminal_processing_burden,0.125,RoiFirst,0.7492633123289067
ACQUISITION_LEANING,terminal_processing_burden,0.22499999999999998,RoiFirst,0.7779189337770317
ACQUISITION_LEANING,terminal_processing_burden,0.375,RoiFirst,0.8209023659492192
ACQUISITION_LEANING,resilience,0.0,RoiFirst,0.688159413652758
ACQUISITION_LEANING,resilience,0.09999999999999999,RoiFirst,0.7193434722874822
ACQUISITION_LEANING,resilience,0.15,RoiFirst,0.7349355016048442
ACQUISITION_LEANING,resilience,0.2,RoiFirst,0.7505275309222064
ACQUISITION_LEANING,resilience,0.3,RoiFirst,0.7817115895569305
ACQUISITION_LEANING,resilience,0.44999999999999996,RoiFirst,0.8284876775090169
ACQUISITION_LEANING,acquisition_lock_in_risk,0.19999999999999998,RoiFirst,0.7314590788982699
ACQUISITION_LEANING,acquisition_lock_in_risk,0.3,RoiFirst,0.7337766940359861
ACQUISITION_LEANING,acquisition_lock_in_risk,0.35,RoiFirst,0.7349355016048442
ACQUISITION_LEANING,acquisition_lock_in_risk,0.39999999999999997,RoiFirst,0.7360943091737024
ACQUISITION_LEANING,acquisition_lock_in_risk,0.5,RoiFirst,0.7384119243114187
ACQUISITION_LEANING,acquisition_lock_in_risk,0.6499999999999999,GroundOnly,0.7442307692307691
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.0,RoiFirst,0.7469829430645226
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.09999999999999999,RoiFirst,0.7722846487580705
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.15,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.2,RoiFirst,0.7975863544516181
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.3,RoiFirst,0.8228880601451659
TERMINAL_OPERATOR_LEANING,mission_thread_success,0.44999999999999996,RoiFirst,0.8608406186854874
TERMINAL_OPERATOR_LEANING,latency,0.0,RoiFirst,0.7638888888888888
TERMINAL_OPERATOR_LEANING,latency,0.05,RoiFirst,0.7744121952468666
TERMINAL_OPERATOR_LEANING,latency,0.1,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,latency,0.15000000000000002,RoiFirst,0.795458807962822
TERMINAL_OPERATOR_LEANING,latency,0.25,RoiFirst,0.8165054206787774
TERMINAL_OPERATOR_LEANING,latency,0.4,RoiFirst,0.8480753397527103
TERMINAL_OPERATOR_LEANING,fidelity,0.0,RoiFirst,0.8721505573387157
TERMINAL_OPERATOR_LEANING,fidelity,0.05,RoiFirst,0.82854302947178
TERMINAL_OPERATOR_LEANING,fidelity,0.1,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,fidelity,0.15000000000000002,RoiFirst,0.7413279737379084
TERMINAL_OPERATOR_LEANING,fidelity,0.25,RoiFirst,0.6541129180040369
TERMINAL_OPERATOR_LEANING,fidelity,0.4,RoiFirst,0.5232903344032295
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.0,RoiFirst,0.8721505573387157
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.05,RoiFirst,0.82854302947178
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.1,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.15000000000000002,RoiFirst,0.7413279737379084
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.25,RoiFirst,0.6541129180040369
TERMINAL_OPERATOR_LEANING,space_segment_processing_burden,0.4,QuicklookFirst,0.5850000000000001
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.15,RoiFirst,0.7388502519487394
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.25,RoiFirst,0.769573751719476
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.3,RoiFirst,0.7849355016048443
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.35,RoiFirst,0.8002972514902125
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.44999999999999996,RoiFirst,0.8310207512609491
TERMINAL_OPERATOR_LEANING,terminal_processing_burden,0.6,RoiFirst,0.8771060009170538
TERMINAL_OPERATOR_LEANING,resilience,0.05000000000000002,RoiFirst,0.7446109081557527
TERMINAL_OPERATOR_LEANING,resilience,0.15000000000000002,RoiFirst,0.771493970455147
TERMINAL_OPERATOR_LEANING,resilience,0.2,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,resilience,0.25,RoiFirst,0.7983770327545416
TERMINAL_OPERATOR_LEANING,resilience,0.35,RoiFirst,0.825260095053936
TERMINAL_OPERATOR_LEANING,resilience,0.5,RoiFirst,0.8655846885030276
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.0,ThreadAwarePriority,0.7894736842105263
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.0,ThreadAwarePriority,0.7894736842105263
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.05,RoiFirst,0.7849355016048442
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.1,RoiFirst,0.7830967909940629
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.2,RoiFirst,0.7794193697725005
TERMINAL_OPERATOR_LEANING,acquisition_lock_in_risk,0.35,RoiFirst,0.7739032379401566
BALANCED,mission_thread_success,0.0,RoiFirst,0.6207258360080737
BALANCED,mission_thread_success,0.09285714285714285,RoiFirst,0.6559441512358956
BALANCED,mission_thread_success,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,mission_thread_success,0.19285714285714284,RoiFirst,0.6938715676350881
BALANCED,mission_thread_success,0.2928571428571428,RoiFirst,0.7317989840342808
BALANCED,mission_thread_success,0.44285714285714284,RoiFirst,0.7886901086330697
BALANCED,latency,0.0,RoiFirst,0.625
BALANCED,latency,0.09285714285714285,RoiFirst,0.6574401086330698
BALANCED,latency,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,latency,0.19285714285714284,RoiFirst,0.6923756102379138
BALANCED,latency,0.2928571428571428,RoiFirst,0.7273111118427582
BALANCED,latency,0.44285714285714284,RoiFirst,0.7797143642500246
BALANCED,resilience,0.0,RoiFirst,0.6207258360080737
BALANCED,resilience,0.09285714285714285,RoiFirst,0.6559441512358956
BALANCED,resilience,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,resilience,0.19285714285714284,RoiFirst,0.6938715676350881
BALANCED,resilience,0.2928571428571428,RoiFirst,0.7317989840342807
BALANCED,resilience,0.44285714285714284,RoiFirst,0.7886901086330697
BALANCED,fidelity,0.0,RoiFirst,0.7873925026747404
BALANCED,fidelity,0.09285714285714285,RoiFirst,0.7142774845692289
BALANCED,fidelity,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,fidelity,0.19285714285714284,RoiFirst,0.6355382343017547
BALANCED,fidelity,0.2928571428571428,RoiFirst,0.5567989840342807
BALANCED,fidelity,0.44285714285714284,GroundOnly,0.6285714285714286
BALANCED,space_segment_processing_burden,0.0,RoiFirst,0.7873925026747404
BALANCED,space_segment_processing_burden,0.09285714285714285,RoiFirst,0.7142774845692289
BALANCED,space_segment_processing_burden,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,space_segment_processing_burden,0.19285714285714284,RoiFirst,0.6355382343017547
BALANCED,space_segment_processing_burden,0.2928571428571428,RoiFirst,0.5567989840342807
BALANCED,space_segment_processing_burden,0.44285714285714284,GroundOnly,0.6285714285714286
BALANCED,terminal_processing_burden,0.0,RoiFirst,0.6207258360080737
BALANCED,terminal_processing_burden,0.09285714285714285,RoiFirst,0.6559441512358956
BALANCED,terminal_processing_burden,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,terminal_processing_burden,0.19285714285714284,RoiFirst,0.6938715676350881
BALANCED,terminal_processing_burden,0.2928571428571428,RoiFirst,0.7317989840342807
BALANCED,terminal_processing_burden,0.44285714285714284,RoiFirst,0.7886901086330697
BALANCED,acquisition_lock_in_risk,0.0,ThreadAwarePriority,0.6666666666666666
BALANCED,acquisition_lock_in_risk,0.09285714285714285,RoiFirst,0.6705274845692288
BALANCED,acquisition_lock_in_risk,0.14285714285714285,RoiFirst,0.6749078594354917
BALANCED,acquisition_lock_in_risk,0.19285714285714284,RoiFirst,0.6792882343017548
BALANCED,acquisition_lock_in_risk,0.2928571428571428,RoiFirst,0.6880489840342807
BALANCED,acquisition_lock_in_risk,0.44285714285714284,RoiFirst,0.7011901086330696
